id_user,registration_date,channel,geo,device_os,is_payer,revenue_7d,revenue_90d
U00000001,2025-01-01,Meta,UA,iOS,0,0.0,0.0
U00000002,2025-01-01,Meta,UA,Android,0,0.0,0.0
U00000003,2025-01-01,Meta,UA,Android,1,4.31,19.03
U00000004,2025-01-01,Meta,UA,Android,0,0.0,0.0
U00000005,2025-01-01,Meta,UA,iOS,0,0.0,0.0
U00000006,2025-01-01,Meta,UA,Android,0,0.0,0.0
U00000007,2025-01-01,Meta,UA,Android,0,0.0,0.0
U00000008,2025-01-01,Meta,UA,Android,0,0.0,0.0
U00000009,2025-01-01,Meta,UA,Web,0,0.0,0.0
U00000010,2025-01-01,Meta,UA,iOS,0,0.0,0.0
U00000011,2025-01-01,Meta,UA,iOS,0,0.0,0.0
U00000012,2025-01-01,Meta,UA,Web,0,0.0,0.0
U00000013,2025-01-01,Meta,UA,iOS,0,0.0,0.0
U00000014,2025-01-01,Meta,PL,iOS,0,0.0,0.0
U00000015,2025-01-01,Meta,PL,iOS,0,0.0,0.0
U00000016,2025-01-01,Meta,PL,Android,0,0.0,0.0
U00000017,2025-01-01,Meta,PL,Android,0,0.0,0.0
U00000018,2025-01-01,Meta,PL,Android,0,0.0,0.0
U00000019,2025-01-01,Meta,PL,iOS,0,0.0,0.0
U00000020,2025-01-01,Meta,PL,Android,0,0.0,0.0
U00000021,2025-01-01,Meta,PL,iOS,1,8.26,35.98
U00000022,2025-01-01,Meta,PL,Android,1,10.49,42.04
U00000023,2025-01-01,Meta,PL,Android,0,0.0,0.0
U00000024,2025-01-01,Meta,PL,iOS,0,0.0,0.0
U00000025,2025-01-01,Meta,PL,Android,0,0.0,0.0
U00000026,2025-01-01,Meta,PL,iOS,0,0.0,0.0
U00000027,2025-01-01,Meta,PL,Web,0,0.0,0.0
U00000028,2025-01-01,Meta,DE,iOS,0,0.0,0.0
U00000029,2025-01-01,Meta,DE,Android,0,0.0,0.0
U00000030,2025-01-01,Meta,DE,Android,0,0.0,0.0
U00000031,2025-01-01,Meta,DE,Android,0,0.0,0.0
U00000032,2025-01-01,Meta,DE,Android,1,6.31,25.66
U00000033,2025-01-01,Meta,DE,Android,0,0.0,0.0
U00000034,2025-01-01,Meta,DE,iOS,0,0.0,0.0
U00000035,2025-01-01,Meta,DE,iOS,0,0.0,0.0
U00000036,2025-01-01,Meta,DE,Android,0,0.0,0.0
U00000037,2025-01-01,Meta,DE,iOS,0,0.0,0.0
U00000038,2025-01-01,Meta,DE,Android,0,0.0,0.0
U00000039,2025-01-01,Meta,DE,iOS,1,6.07,26.73
U00000040,2025-01-01,Meta,DE,Android,0,0.0,0.0
U00000041,2025-01-01,Meta,DE,iOS,0,0.0,0.0
U00000042,2025-01-01,Meta,DE,iOS,0,0.0,0.0
U00000043,2025-01-01,Meta,DE,Web,0,0.0,0.0
U00000044,2025-01-01,Meta,DE,Web,0,0.0,0.0
U00000045,2025-01-01,Meta,DE,Android,0,0.0,0.0
U00000046,2025-01-01,Meta,DE,iOS,0,0.0,0.0
U00000047,2025-01-01,Meta,DE,iOS,0,0.0,0.0
U00000048,2025-01-01,Meta,DE,iOS,0,0.0,0.0
U00000049,2025-01-01,Meta,DE,Android,0,0.0,0.0
U00000050,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000051,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000052,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000053,2025-01-01,Meta,US,iOS,1,13.19,44.71
U00000054,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000055,2025-01-01,Meta,US,iOS,1,16.05,62.35
U00000056,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000057,2025-01-01,Meta,US,iOS,1,14.23,50.47
U00000058,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000059,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000060,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000061,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000062,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000063,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000064,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000065,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000066,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000067,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000068,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000069,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000070,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000071,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000072,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000073,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000074,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000075,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000076,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000077,2025-01-01,Meta,US,Android,1,7.02,23.27
U00000078,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000079,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000080,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000081,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000082,2025-01-01,Meta,US,iOS,1,10.15,44.13
U00000083,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000084,2025-01-01,Meta,US,Android,0,0.0,0.0
U00000085,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000086,2025-01-01,Meta,US,iOS,0,0.0,0.0
U00000087,2025-01-01,Meta,US,Web,0,0.0,0.0
U00000088,2025-01-01,Meta,UK,iOS,0,0.0,0.0
U00000089,2025-01-01,Meta,UK,iOS,0,0.0,0.0
U00000090,2025-01-01,Meta,UK,iOS,0,0.0,0.0
U00000091,2025-01-01,Meta,UK,Web,0,0.0,0.0
U00000092,2025-01-01,Meta,UK,iOS,0,0.0,0.0
U00000093,2025-01-01,Meta,UK,Android,0,0.0,0.0
U00000094,2025-01-01,Meta,UK,Android,1,6.18,23.34
U00000095,2025-01-01,Meta,UK,iOS,0,0.0,0.0
U00000096,2025-01-01,Meta,UK,Android,1,3.67,14.06
U00000097,2025-01-01,Meta,UK,Android,0,0.0,0.0
U00000098,2025-01-01,Meta,UK,iOS,0,0.0,0.0
U00000099,2025-01-01,Meta,UK,Android,0,0.0,0.0
U00000100,2025-01-01,Meta,UK,Android,0,0.0,0.0
U00000101,2025-01-01,Meta,UK,iOS,0,0.0,0.0
U00000102,2025-01-01,Meta,UK,Android,0,0.0,0.0
U00000103,2025-01-01,Meta,UK,Android,0,0.0,0.0
U00000104,2025-01-01,Meta,UK,iOS,0,0.0,0.0
U00000105,2025-01-01,Meta,UK,Android,0,0.0,0.0
U00000106,2025-01-01,Meta,UK,Android,0,0.0,0.0
U00000107,2025-01-01,Meta,UK,iOS,1,13.77,43.6
U00000108,2025-01-01,Meta,UK,Android,0,0.0,0.0
U00000109,2025-01-01,Meta,UK,Android,0,0.0,0.0
U00000110,2025-01-01,Meta,UK,iOS,0,0.0,0.0
U00000111,2025-01-01,Meta,UK,Android,0,0.0,0.0
U00000112,2025-01-01,Meta,UK,Android,1,5.93,23.62
U00000113,2025-01-01,Google,UA,Web,0,0.0,0.0
U00000114,2025-01-01,Google,UA,Android,0,0.0,0.0
U00000115,2025-01-01,Google,UA,iOS,0,0.0,0.0
U00000116,2025-01-01,Google,UA,iOS,0,0.0,0.0
U00000117,2025-01-01,Google,UA,Android,0,0.0,0.0
U00000118,2025-01-01,Google,UA,Android,1,6.07,27.12
U00000119,2025-01-01,Google,UA,Android,0,0.0,0.0
U00000120,2025-01-01,Google,UA,Android,0,0.0,0.0
U00000121,2025-01-01,Google,UA,Android,0,0.0,0.0
U00000122,2025-01-01,Google,UA,Android,0,0.0,0.0
U00000123,2025-01-01,Google,PL,Web,0,0.0,0.0
U00000124,2025-01-01,Google,PL,iOS,0,0.0,0.0
U00000125,2025-01-01,Google,PL,Android,0,0.0,0.0
U00000126,2025-01-01,Google,PL,Android,1,11.58,47.99
U00000127,2025-01-01,Google,PL,Android,0,0.0,0.0
U00000128,2025-01-01,Google,PL,Android,0,0.0,0.0
U00000129,2025-01-01,Google,PL,Android,0,0.0,0.0
U00000130,2025-01-01,Google,PL,Android,0,0.0,0.0
U00000131,2025-01-01,Google,PL,Android,0,0.0,0.0
U00000132,2025-01-01,Google,PL,Android,0,0.0,0.0
U00000133,2025-01-01,Google,PL,Android,0,0.0,0.0
U00000134,2025-01-01,Google,PL,Android,1,7.4,31.24
U00000135,2025-01-01,Google,PL,iOS,0,0.0,0.0
U00000136,2025-01-01,Google,PL,Android,1,5.61,22.36
U00000137,2025-01-01,Google,PL,Android,0,0.0,0.0
U00000138,2025-01-01,Google,PL,Android,1,11.7,44.26
U00000139,2025-01-01,Google,PL,Android,0,0.0,0.0
U00000140,2025-01-01,Google,PL,iOS,0,0.0,0.0
U00000141,2025-01-01,Google,DE,Web,1,7.23,32.48
U00000142,2025-01-01,Google,DE,Android,0,0.0,0.0
U00000143,2025-01-01,Google,DE,iOS,0,0.0,0.0
U00000144,2025-01-01,Google,DE,Android,0,0.0,0.0
U00000145,2025-01-01,Google,DE,Android,0,0.0,0.0
U00000146,2025-01-01,Google,DE,Android,0,0.0,0.0
U00000147,2025-01-01,Google,DE,Android,0,0.0,0.0
U00000148,2025-01-01,Google,DE,Web,0,0.0,0.0
U00000149,2025-01-01,Google,DE,iOS,1,14.72,61.76
U00000150,2025-01-01,Google,DE,Android,1,7.11,22.8
U00000151,2025-01-01,Google,DE,iOS,0,0.0,0.0
U00000152,2025-01-01,Google,DE,Web,1,6.27,20.16
U00000153,2025-01-01,Google,DE,Android,1,7.07,30.6
U00000154,2025-01-01,Google,DE,iOS,0,0.0,0.0
U00000155,2025-01-01,Google,DE,Android,0,0.0,0.0
U00000156,2025-01-01,Google,DE,iOS,1,10.41,47.12
U00000157,2025-01-01,Google,DE,Android,0,0.0,0.0
U00000158,2025-01-01,Google,US,Web,1,7.57,26.67
U00000159,2025-01-01,Google,US,Android,1,5.86,18.55
U00000160,2025-01-01,Google,US,Android,0,0.0,0.0
U00000161,2025-01-01,Google,US,Android,1,9.74,31.76
U00000162,2025-01-01,Google,US,Web,0,0.0,0.0
U00000163,2025-01-01,Google,US,Android,1,8.0,35.7
U00000164,2025-01-01,Google,US,iOS,1,9.11,35.57
U00000165,2025-01-01,Google,US,Android,1,4.53,20.21
U00000166,2025-01-01,Google,US,Android,0,0.0,0.0
U00000167,2025-01-01,Google,US,Android,0,0.0,0.0
U00000168,2025-01-01,Google,US,Android,1,11.2,36.85
U00000169,2025-01-01,Google,US,Android,0,0.0,0.0
U00000170,2025-01-01,Google,US,iOS,0,0.0,0.0
U00000171,2025-01-01,Google,US,Web,0,0.0,0.0
U00000172,2025-01-01,Google,US,Web,0,0.0,0.0
U00000173,2025-01-01,Google,US,Web,0,0.0,0.0
U00000174,2025-01-01,Google,US,iOS,0,0.0,0.0
U00000175,2025-01-01,Google,US,iOS,1,15.94,52.76
U00000176,2025-01-01,Google,US,iOS,0,0.0,0.0
U00000177,2025-01-01,Google,US,iOS,1,13.66,48.76
U00000178,2025-01-01,Google,US,Android,0,0.0,0.0
U00000179,2025-01-01,Google,US,Web,0,0.0,0.0
U00000180,2025-01-01,Google,US,iOS,0,0.0,0.0
U00000181,2025-01-01,Google,US,iOS,0,0.0,0.0
U00000182,2025-01-01,Google,US,Web,0,0.0,0.0
U00000183,2025-01-01,Google,US,Android,0,0.0,0.0
U00000184,2025-01-01,Google,UK,Android,0,0.0,0.0
U00000185,2025-01-01,Google,UK,iOS,1,25.9,106.72
U00000186,2025-01-01,Google,UK,iOS,1,14.92,47.08
U00000187,2025-01-01,Google,UK,Android,1,5.95,25.1
U00000188,2025-01-01,Google,UK,iOS,0,0.0,0.0
U00000189,2025-01-01,Google,UK,Web,1,3.45,15.29
U00000190,2025-01-01,Google,UK,iOS,0,0.0,0.0
U00000191,2025-01-01,Google,UK,iOS,1,18.64,64.01
U00000192,2025-01-01,Google,UK,Android,1,7.36,23.68
U00000193,2025-01-01,Google,UK,Web,1,5.82,25.39
U00000194,2025-01-01,Google,UK,Android,0,0.0,0.0
U00000195,2025-01-01,Google,UK,Android,1,4.62,16.84
U00000196,2025-01-01,Google,UK,Web,1,4.71,20.77
U00000197,2025-01-01,Google,UK,Android,1,7.24,32.56
U00000198,2025-01-01,Google,UK,iOS,0,0.0,0.0
U00000199,2025-01-01,Google,UK,Android,1,5.81,20.65
U00000200,2025-01-01,Google,UK,iOS,0,0.0,0.0
U00000201,2025-01-01,Google,UK,Web,0,0.0,0.0
U00000202,2025-01-01,Google,UK,iOS,0,0.0,0.0
U00000203,2025-01-01,Google,UK,iOS,0,0.0,0.0
U00000204,2025-01-01,Google,UK,iOS,0,0.0,0.0
U00000205,2025-01-01,Google,UK,iOS,1,18.15,62.01
U00000206,2025-01-01,Google,UK,Web,0,0.0,0.0
U00000207,2025-01-01,TikTok,UA,iOS,0,0.0,0.0
U00000208,2025-01-01,TikTok,UA,iOS,0,0.0,0.0
U00000209,2025-01-01,TikTok,UA,iOS,0,0.0,0.0
U00000210,2025-01-01,TikTok,UA,iOS,0,0.0,0.0
U00000211,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000212,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000213,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000214,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000215,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000216,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000217,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000218,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000219,2025-01-01,TikTok,UA,iOS,0,0.0,0.0
U00000220,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000221,2025-01-01,TikTok,UA,iOS,0,0.0,0.0
U00000222,2025-01-01,TikTok,UA,iOS,0,0.0,0.0
U00000223,2025-01-01,TikTok,UA,iOS,0,0.0,0.0
U00000224,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000225,2025-01-01,TikTok,UA,iOS,0,0.0,0.0
U00000226,2025-01-01,TikTok,UA,Web,0,0.0,0.0
U00000227,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000228,2025-01-01,TikTok,UA,iOS,0,0.0,0.0
U00000229,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000230,2025-01-01,TikTok,UA,Web,0,0.0,0.0
U00000231,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000232,2025-01-01,TikTok,UA,iOS,0,0.0,0.0
U00000233,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000234,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000235,2025-01-01,TikTok,UA,Android,0,0.0,0.0
U00000236,2025-01-01,TikTok,PL,iOS,0,0.0,0.0
U00000237,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000238,2025-01-01,TikTok,PL,iOS,0,0.0,0.0
U00000239,2025-01-01,TikTok,PL,iOS,0,0.0,0.0
U00000240,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000241,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000242,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000243,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000244,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000245,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000246,2025-01-01,TikTok,PL,iOS,0,0.0,0.0
U00000247,2025-01-01,TikTok,PL,iOS,0,0.0,0.0
U00000248,2025-01-01,TikTok,PL,Android,1,3.67,15.07
U00000249,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000250,2025-01-01,TikTok,PL,Web,0,0.0,0.0
U00000251,2025-01-01,TikTok,PL,iOS,0,0.0,0.0
U00000252,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000253,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000254,2025-01-01,TikTok,PL,iOS,0,0.0,0.0
U00000255,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000256,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000257,2025-01-01,TikTok,PL,iOS,0,0.0,0.0
U00000258,2025-01-01,TikTok,PL,iOS,0,0.0,0.0
U00000259,2025-01-01,TikTok,PL,Android,1,3.2,13.42
U00000260,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000261,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000262,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000263,2025-01-01,TikTok,PL,iOS,0,0.0,0.0
U00000264,2025-01-01,TikTok,PL,Web,0,0.0,0.0
U00000265,2025-01-01,TikTok,PL,iOS,0,0.0,0.0
U00000266,2025-01-01,TikTok,PL,iOS,0,0.0,0.0
U00000267,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000268,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000269,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000270,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000271,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000272,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000273,2025-01-01,TikTok,PL,Android,0,0.0,0.0
U00000274,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000275,2025-01-01,TikTok,DE,Android,1,2.3,9.1
U00000276,2025-01-01,TikTok,DE,iOS,0,0.0,0.0
U00000277,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000278,2025-01-01,TikTok,DE,iOS,0,0.0,0.0
U00000279,2025-01-01,TikTok,DE,iOS,0,0.0,0.0
U00000280,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000281,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000282,2025-01-01,TikTok,DE,Web,0,0.0,0.0
U00000283,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000284,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000285,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000286,2025-01-01,TikTok,DE,iOS,0,0.0,0.0
U00000287,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000288,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000289,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000290,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000291,2025-01-01,TikTok,DE,iOS,0,0.0,0.0
U00000292,2025-01-01,TikTok,DE,iOS,0,0.0,0.0
U00000293,2025-01-01,TikTok,DE,Web,0,0.0,0.0
U00000294,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000295,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000296,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000297,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000298,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000299,2025-01-01,TikTok,DE,iOS,0,0.0,0.0
U00000300,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000301,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000302,2025-01-01,TikTok,DE,iOS,0,0.0,0.0
U00000303,2025-01-01,TikTok,DE,Android,0,0.0,0.0
U00000304,2025-01-01,TikTok,US,Android,1,3.1,10.59
U00000305,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000306,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000307,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000308,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000309,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000310,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000311,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000312,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000313,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000314,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000315,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000316,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000317,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000318,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000319,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000320,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000321,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000322,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000323,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000324,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000325,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000326,2025-01-01,TikTok,US,iOS,1,4.06,16.46
U00000327,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000328,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000329,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000330,2025-01-01,TikTok,US,iOS,1,1.93,8.24
U00000331,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000332,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000333,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000334,2025-01-01,TikTok,US,Web,0,0.0,0.0
U00000335,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000336,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000337,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000338,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000339,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000340,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000341,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000342,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000343,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000344,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000345,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000346,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000347,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000348,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000349,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000350,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000351,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000352,2025-01-01,TikTok,US,iOS,0,0.0,0.0
U00000353,2025-01-01,TikTok,US,Web,0,0.0,0.0
U00000354,2025-01-01,TikTok,US,Web,0,0.0,0.0
U00000355,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000356,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000357,2025-01-01,TikTok,US,Android,0,0.0,0.0
U00000358,2025-01-01,TikTok,UK,iOS,0,0.0,0.0
U00000359,2025-01-01,TikTok,UK,iOS,0,0.0,0.0
U00000360,2025-01-01,TikTok,UK,Android,1,1.54,6.73
U00000361,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000362,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000363,2025-01-01,TikTok,UK,iOS,0,0.0,0.0
U00000364,2025-01-01,TikTok,UK,iOS,0,0.0,0.0
U00000365,2025-01-01,TikTok,UK,Web,0,0.0,0.0
U00000366,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000367,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000368,2025-01-01,TikTok,UK,iOS,0,0.0,0.0
U00000369,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000370,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000371,2025-01-01,TikTok,UK,iOS,0,0.0,0.0
U00000372,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000373,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000374,2025-01-01,TikTok,UK,iOS,0,0.0,0.0
U00000375,2025-01-01,TikTok,UK,Web,0,0.0,0.0
U00000376,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000377,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000378,2025-01-01,TikTok,UK,Web,0,0.0,0.0
U00000379,2025-01-01,TikTok,UK,Android,1,2.03,6.5
U00000380,2025-01-01,TikTok,UK,iOS,0,0.0,0.0
U00000381,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000382,2025-01-01,TikTok,UK,iOS,0,0.0,0.0
U00000383,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000384,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000385,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000386,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000387,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000388,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000389,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000390,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000391,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000392,2025-01-01,TikTok,UK,iOS,0,0.0,0.0
